"community","no of nodes","indegree","ind"," no of nodes max in","no of sink nodes"
"2822","10","106075.0","1","9","3"
"2823","5","9607232.0","1","4","3"
"2824","13","11096.0","1","12","6"
"2825","3","9508022.0","1","2","2"
"2826","4","103201.0","1","3","3"
"2827","49","9904077.0","1","48","25"
"2828","3189","9403183.0","1","3188","1496"
"2829","42","9509119.0","1","41","23"
"2830","2","9512183.0","1","1","1"
"2831","502","103088.0","1","501","220"
"2832","573","107220.0","1","572","253"
"2833","2","9603079.0","1","1","1"
"2834","395","11132.0","1","394","178"
"2835","2","9707252.0","1","1","1"
"2836","2","205112.0","1","1","1"
"2837","4","9604056.0","1","3","2"
"2838","7","9703045.0","1","6","3"
"2839","562","9707115.0","1","561","257"
"2840","3","11154.0","1","2","2"
"2841","6","9711024.0","1","5","3"
"2842","7566","9605121.0","1","7565","3689"
"2843","4","9704019.0","1","3","2"
"2844","25","9501017.0","1","24","15"
"2845","4","9909046.0","1","3","2"
"2846","1027","103004.0","1","1026","487"
"2847","9958","9403168.0","1","9957","4921"
"2848","258","103196.0","1","257","112"
"2849","3","9711118.0","1","2","2"
"2850","2","9611089.0","1","1","1"
"2851","6","110079.0","1","5","3"
"2852","4","9508121.0","1","3","3"
"2853","975","102018.0","1","974","454"
"2854","2","11224.0","1","1","1"
"2855","71","9704064.0","1","70","38"
"2856","401","11259.0","1","400","176"
"2857","2","302033.0","1","1","1"
"2858","3","11235.0","1","2","2"
"2859","2","203200.0","1","1","1"
"2860","9","106064.0","1","8","5"
"2861","22","9404034.0","1","21","11"
"2862","2","9502154.0","1","1","1"
"2863","14","9807007.0","1","13","8"
"2864","6","11248.0","1","5","3"
"2865","17","9404034.0","1","16","9"
"2866","4","9809082.0","1","3","2"
"2867","11","9807007.0","1","10","6"
"2868","621","12137.0","1","620","271"
"2869","2","304154.0","1","1","1"
"2870","3","9707127.0","1","2","2"
"2871","4","102064.0","1","3","1"
"2872","2","110005.0","1","1","1"
"2873","3","9910157.0","1","2","1"
"2874","8","11276.0","1","7","3"
"2875","1529","12179.0","1","1528","710"
"2876","3","12012.0","1","2","2"
"2877","21","9609193.0","1","20","9"
"2878","1251","102076.0","1","1250","584"
"2879","29","12056.0","1","28","13"
"2880","3","103127.0","1","2","1"
"2881","6","206006.0","1","5","2"
"2882","32","9806220.0","1","31","10"
"2883","32","9806220.0","1","31","10"
"2884","2","210240.0","1","1","1"
"2885","2","201119.0","1","1","1"
"2886","409","12062.0","1","408","180"
"2887","2","9809186.0","1","1","1"
"2888","2","9904080.0","1","1","1"
"2889","3","9808093.0","1","2","1"
"2890","8","9904178.0","1","7","4"
"2891","7348","9612019.0","1","7347","3580"
"2892","4","12084.0","1","3","2"
"2893","398","9604150.0","1","397","177"
"2894","3","9404001.0","1","2","1"
"2895","2","9712016.0","1","1","1"
"2896","6","9908188.0","1","5","3"
"2897","4","12100.0","1","3","1"
"2898","3","202102.0","1","2","2"
"2899","2","12109.0","1","1","1"
"2900","2","110104.0","1","1","1"
"2901","825","103124.0","1","824","391"
"2902","5","101103.0","1","4","3"
"2903","2","9711024.0","1","1","1"
"2904","400","112117.0","1","399","171"
"2905","6","109108.0","1","5","2"
"2906","17","12134.0","1","16","8"
"2907","1528","12145.0","1","1527","715"
"2908","7390","101021.0","1","7389","3595"
"2909","7382","9711157.0","1","7381","3590"
"2910","2910","9701124.0","1","2909","1383"
"2911","2","101124.0","1","1","1"
"2912","7929","9403126.0","1","7928","3884"
"2913","878","105005.0","1","877","391"
"2914","3","9809146.0","1","2","2"
"2915","4","110026.0","1","3","2"
"2916","8","9807101.0","1","7","4"
"2917","105","9212067.0","1","104","51"
"2918","5","104116.0","1","4","3"
"2919","2","105130.0","1","1","1"
"2920","388","105151.0","1","387","175"
"2921","3","12252.0","1","2","1"
"2922","2","9512072.0","1","1","1"
"2923","3","9907089.0","1","2","1"
"2924","2","211044.0","1","1","1"
"2925","4","206046.0","1","3","1"
"2926","47","110274.0","1","46","24"
"2927","964","12266.0","1","963","450"
"2928","3","205175.0","1","2","1"
"2929","19","209190.0","1","18","9"
"2930","8649","9307027.0","1","8648","4275"
"2931","3","112057.0","1","2","2"
"2932","3","9810048.0","1","2","2"
"2933","2","205035.0","1","1","1"
"2934","5","101077.0","1","4","2"
"2935","612","9304072.0","1","611","281"
"2936","1042","9907181.0","1","1041","484"
"2937","3","9609178.0","1","2","2"
"2938","2","101033.0","1","1","1"
"2939","279","101036.0","1","278","123"
"2940","4517","9806156.0","1","4516","2161"
"2941","3082","9504044.0","1","3081","1445"
"2942","251","9809053.0","1","250","111"
"2943","118","101037.0","1","117","50"
"2944","2","104204.0","1","1","1"
"2945","7","101053.0","1","6","3"
"2946","5","9905086.0","1","4","3"
"2947","4","9905086.0","1","3","2"
"2948","4","101103.0","1","3","2"
"2949","3","101103.0","1","2","2"
"2950","3","101107.0","1","2","2"
"2951","5","202188.0","1","4","2"
"2952","3","101130.0","1","2","1"
"2953","567","9405025.0","1","566","248"
"2954","3","211099.0","1","2","2"
"2955","215","104200.0","1","214","92"
"2956","1517","108067.0","1","1516","694"
"2957","2","105282.0","1","1","1"
"2958","9134","9211130.0","1","9133","4510"
"2959","261","105111.0","1","260","115"
"2960","5","9912128.0","1","4","2"
"2961","498","102101.0","1","497","218"
"2962","51","105006.0","1","50","25"
"2963","875","107115.0","1","874","412"
"2964","29","204076.0","1","28","13"
"2965","689","103171.0","1","688","315"
"2966","7","101178.0","1","6","3"
"2967","2","109138.0","1","1","1"
"2968","557","103015.0","1","556","243"
"2969","508","101201.0","1","507","223"
"2970","1231","103011.0","1","1230","558"
"2971","10","9406096.0","1","9","5"
"2972","23","101227.0","1","22","11"
"2973","119","105277.0","1","118","49"
"2974","2","9311041.0","1","1","1"
"2975","2","207098.0","1","1","1"
"2976","2","9605164.0","1","1","1"
"2977","4","9803155.0","1","3","2"
"2978","2","9701097.0","1","1","1"
"2979","4","204184.0","1","3","3"
"2980","3","102049.0","1","2","1"
"2981","4","103129.0","1","3","3"
"2982","3","208007.0","1","2","2"
"2983","7","106258.0","1","6","4"
"2984","7","106277.0","1","6","3"
"2985","2","106277.0","1","1","1"
"2986","11","110288.0","1","10","6"
"2987","9316","9505091.0","1","9315","4635"
"2988","3","102069.0","1","2","2"
"2989","118","9709207.0","1","117","51"
"2990","9","9811012.0","1","8","5"
"2991","7426","9803243.0","1","7425","3593"
"2992","10","9411168.0","1","9","5"
"2993","9522","9407102.0","1","9521","4745"
"2994","6","111224.0","1","5","3"
"2995","7","111224.0","1","6","4"
"2996","9","102099.0","1","8","3"
"2997","8710","9510028.0","1","8709","4297"
"2998","2","301200.0","1","1","1"
"2999","3","207153.0","1","2","2"
"3000","5","9706102.0","1","4","2"
"3001","9","9507016.0","1","8","4"
"3002","4","9301031.0","1","3","1"
"3003","268","9601161.0","1","267","113"
"3004","10596","9311020.0","1","10595","5331"
"3005","2","9503047.0","1","1","1"
"3006","49","9312144.0","1","48","17"
"3007","7321","9406203.0","1","7320","3542"
"3008","243","106205.0","1","242","107"
"3009","7348","9509002.0","1","7347","3580"
"3010","2","9612167.0","1","1","1"
"3011","2","9612167.0","1","1","1"
"3012","10762","9308034.0","1","10761","5387"
"3013","2","9307072.0","1","1","1"
"3014","6","110006.0","1","5","2"
"3015","390","9809159.0","1","389","175"
"3016","2","103046.0","1","1","1"
"3017","5","9603018.0","1","4","2"
"3018","19","104119.0","1","18","11"
"3019","5","103061.0","1","4","3"
"3020","2","9407098.0","1","1","1"
"3021","3","110097.0","1","2","1"
"3022","4271","9211070.0","1","4270","2039"
"3023","15","9505093.0","1","14","8"
"3024","16","9505041.0","1","15","8"
"3025","10","103083.0","1","9","4"
"3026","3","204184.0","1","2","2"
"3027","10","9805138.0","1","9","5"
"3028","7","9504162.0","1","6","3"
"3029","20","9704166.0","1","19","10"
"3030","644","108064.0","1","643","287"
"3031","2","9901067.0","1","1","1"
"3032","9504","9411004.0","1","9503","4688"
"3033","20","112252.0","1","19","9"
"3034","8","9506008.0","1","7","6"
"3035","3","9609012.0","1","2","2"
"3036","3","9503025.0","1","2","1"
"3037","10","9707004.0","1","9","4"
"3038","300","104056.0","1","299","131"
"3039","3","9605133.0","1","2","2"
"3040","3","9508047.0","1","2","1"
"3041","2","103180.0","1","1","1"
"3042","54","9802122.0","1","53","23"
"3043","3","9402134.0","1","2","2"
"3044","2","9812236.0","1","1","1"
"3045","5","9904032.0","1","4","3"
"3046","20","112252.0","1","19","9"
"3047","2","9308156.0","1","1","1"
"3048","3","103238.0","1","2","1"
"3049","3","103238.0","1","2","1"
"3050","3","103238.0","1","2","1"
"3051","729","104073.0","1","728","339"
"3052","640","106241.0","1","639","297"
"3053","224","109090.0","1","223","104"
"3054","594","106241.0","1","593","273"
"3055","4","9404176.0","1","3","1"
"3056","3","202204.0","1","2","1"
"3057","2","9405157.0","1","1","1"
"3058","5","9703193.0","1","4","3"
"3059","4","112035.0","1","3","2"
"3060","988","104035.0","1","987","460"
"3061","3","302168.0","1","2","1"
"3062","2","105144.0","1","1","1"
"3063","3","9901142.0","1","2","1"
"3064","4","9901142.0","1","3","2"
"3065","3","9901142.0","1","2","1"
"3066","25","301117.0","1","24","9"
"3067","19","9509075.0","1","18","9"
"3068","19","9509075.0","1","18","9"
"3069","308","109175.0","1","307","133"
"3070","16","110073.0","1","15","7"
"3071","5","104039.0","1","4","3"
"3072","530","105227.0","1","529","235"
"3073","15","204240.0","1","14","9"
"3074","2","9905045.0","1","1","1"
"3075","2","301023.0","1","1","1"
"3076","2","104059.0","1","1","1"
"3077","2","104059.0","1","1","1"
"3078","142","104068.0","1","141","59"
"3079","8809","9503033.0","1","8808","4380"
"3080","7592","9712202.0","1","7591","3700"
"3081","620","106241.0","1","619","285"
"3082","19","9807214.0","1","18","6"
"3083","18","9807214.0","1","17","5"
"3084","17","9810229.0","1","16","5"
"3085","44","110280.0","1","43","21"
"3086","6","104079.0","1","5","2"
"3087","6","105105.0","1","5","4"
"3088","3","104089.0","1","2","1"
"3089","41","107056.0","1","40","14"
"3090","25","201267.0","1","24","7"
"3091","530","106033.0","1","529","234"
"3092","2","9604174.0","1","1","1"
"3093","541","106033.0","1","540","240"
"3094","568","106033.0","1","567","256"
"3095","10","202011.0","1","9","4"
"3096","4","9712183.0","1","3","3"
"3097","3","9903047.0","1","2","2"
"3098","8","106199.0","1","7","3"
"3099","21","108156.0","1","20","11"
"3100","6","9405089.0","1","5","1"
"3101","105","9307007.0","1","104","49"
"3102","4","9407071.0","1","3","2"
"3103","3","9407071.0","1","2","1"
"3104","376","110055.0","1","375","169"
"3105","2","112239.0","1","1","1"
"3106","12","104160.0","1","11","6"
"3107","2","211066.0","1","1","1"
"3108","2","9812222.0","1","1","1"
"3109","2","9609226.0","1","1","1"
"3110","2","9612145.0","1","1","1"
"3111","2","9812222.0","1","1","1"
"3112","15","111090.0","1","14","8"
"3113","451","110143.0","1","450","201"
"3114","11","105075.0","1","10","8"
"3115","3","204046.0","1","2","2"
"3116","2","9908055.0","1","1","1"
"3117","44","9312055.0","1","43","21"
"3118","18","106195.0","1","17","6"
"3119","9","9803118.0","1","8","4"
"3120","6","105105.0","1","5","4"
"3121","6","106023.0","1","5","3"
"3122","2","104228.0","1","1","1"
"3123","2","105031.0","1","1","1"
"3124","4","106287.0","1","3","2"
"3125","7","104249.0","1","6","2"
"3126","2","212310.0","1","1","1"
"3127","2","105232.0","1","1","1"
"3128","2","104258.0","1","1","1"
"3129","12","201002.0","1","11","5"
"3130","771","105288.0","1","770","343"
"3131","3","9406044.0","1","2","2"
"3132","6","9605204.0","1","5","4"
"3133","5","9401128.0","1","4","3"
"3134","530","105094.0","1","529","240"
"3135","1074","106206.0","1","1073","500"
"3136","312","106028.0","1","311","134"
"3137","12","107239.0","1","11","6"
"3138","13","107239.0","1","12","7"
"3139","2","210165.0","1","1","1"
"3140","5","105033.0","1","4","2"
"3141","5","111014.0","1","4","3"
"3142","665","105250.0","1","664","295"
"3143","102","109051.0","1","101","43"
"3144","3","105053.0","1","2","1"
"3145","3","9409198.0","1","2","1"
"3146","7","112184.0","1","6","3"
"3147","3","9810108.0","1","2","2"
"3148","3","9910221.0","1","2","1"
"3149","12","205057.0","1","11","4"
"3150","177","107063.0","1","176","77"
"3151","770","105225.0","1","769","341"
"3152","2","107206.0","1","1","1"
"3153","5","9705184.0","1","4","2"
"3154","672","105077.0","1","671","299"
"3155","3","107248.0","1","2","2"
"3156","3","111202.0","1","2","2"
"3157","195","106044.0","1","194","86"
"3158","2","9607079.0","1","1","1"
"3159","13","111151.0","1","12","6"
"3160","483","105182.0","1","482","219"
"3161","2","9502154.0","1","1","1"
"3162","490","105095.0","1","489","219"
"3163","11","112155.0","1","10","5"
"3164","2","202196.0","1","1","1"
"3165","3","9704088.0","1","2","1"
"3166","4","105114.0","1","3","1"
"3167","4","201223.0","1","3","3"
"3168","5","111062.0","1","4","2"
"3169","2","207165.0","1","1","1"
"3170","2","106166.0","1","1","1"
"3171","7","105128.0","1","6","4"
"3172","4","107187.0","1","3","3"
"3173","7","105142.0","1","6","4"
"3174","8","108153.0","1","7","4"
"3175","86","105207.0","1","85","37"
"3176","4","201094.0","1","3","2"
"3177","532","106010.0","1","531","238"
"3178","3","112256.0","1","2","1"
"3179","41","9509119.0","1","40","22"
"3180","3","210147.0","1","2","2"
"3181","3","9804150.0","1","2","1"
"3182","2","9609226.0","1","1","1"
"3183","279","105311.0","1","278","124"
"3184","2","301164.0","1","1","1"
"3185","10","109013.0","1","9","6"
"3186","592","105283.0","1","591","271"
"3187","4","105307.0","1","3","2"
"3188","4","201213.0","1","3","3"
"3189","511","106050.0","1","510","232"
"3190","10","106273.0","1","9","6"
"3191","2","304256.0","1","1","1"
"3192","2","302200.0","1","1","1"
"3193","20","108215.0","1","19","10"
"3194","2","212214.0","1","1","1"
"3195","2","209082.0","1","1","1"
"3196","506","111069.0","1","505","227"
"3197","3","203122.0","1","2","2"
"3198","4","106287.0","1","3","2"
"3199","2","109112.0","1","1","1"
"3200","22","105299.0","1","21","9"
"3201","4","203197.0","1","3","2"
"3202","15","204149.0","1","14","9"
"3203","436","110184.0","1","435","200"
"3204","2","212030.0","1","1","1"
"3205","35","9304038.0","1","34","19"
"3206","5","9512214.0","1","4","2"
"3207","3123","9606015.0","1","3122","1461"
"3208","139","9504089.0","1","138","66"
"3209","4","203269.0","1","3","1"
"3210","7","9605218.0","1","6","3"
"3211","3","9311155.0","1","2","1"
"3212","4","110279.0","1","3","2"
"3213","2","9508054.0","1","1","1"
"3214","7","9303064.0","1","6","3"
"3215","2","111022.0","1","1","1"
"3216","6","108211.0","1","5","3"
"3217","5","9608176.0","1","4","2"
"3218","5","112175.0","1","4","2"
"3219","2","9609187.0","1","1","1"
"3220","2","302226.0","1","1","1"
"3221","22","202067.0","1","21","12"
"3222","268","109100.0","1","267","108"
"3223","3","111233.0","1","2","2"
"3224","501","106149.0","1","500","221"
"3225","3","106152.0","1","2","1"
"3226","3","106226.0","1","2","1"
"3227","587","107179.0","1","586","259"
"3228","3","111270.0","1","2","2"
"3229","2","9910061.0","1","1","1"
"3230","309","106260.0","1","308","133"
"3231","2","9308017.0","1","1","1"
"3232","2","201011.0","1","1","1"
"3233","2","206021.0","1","1","1"
"3234","2","304058.0","1","1","1"
"3235","2","203033.0","1","1","1"
"3236","2","203033.0","1","1","1"
"3237","243","108182.0","1","242","104"
"3238","6","107045.0","1","5","3"
"3239","318","107070.0","1","317","130"
"3240","11","108124.0","1","10","4"
"3241","32","9606159.0","1","31","16"
"3242","3","9403106.0","1","2","2"
"3243","3","9610096.0","1","2","2"
"3244","9","9511101.0","1","8","4"
"3245","3","111074.0","1","2","1"
"3246","8","203087.0","1","7","5"
"3247","283","209034.0","1","282","134"
"3248","4","109220.0","1","3","2"
"3249","2","9904067.0","1","1","1"
"3250","3","107122.0","1","2","2"
"3251","2","204184.0","1","1","1"
"3252","127","107128.0","1","126","53"
"3253","312","109082.0","1","311","135"
"3254","3","110294.0","1","2","1"
"3255","7361","107157.0","1","7360","3589"
"3256","4","209059.0","1","3","2"
"3257","226","107163.0","1","225","102"
"3258","3","9801001.0","1","2","1"
"3259","6","9511167.0","1","5","2"
"3260","4","9603141.0","1","3","1"
"3261","10","107193.0","1","9","4"
"3262","5","9910038.0","1","4","2"
"3263","3","9908158.0","1","2","1"
"3264","3","9908158.0","1","2","1"
"3265","5","9908158.0","1","4","2"
"3266","3","205159.0","1","2","1"
"3267","3","204171.0","1","2","1"
"3268","4","9406056.0","1","3","1"
"3269","34","9506089.0","1","33","10"
"3270","5233","9506020.0","1","5232","2511"
"3271","3","9903264.0","1","2","2"
"3272","2","9812174.0","1","1","1"
"3273","3","109006.0","1","2","2"
"3274","578","111165.0","1","577","255"
"3275","7351","9606076.0","1","7350","3568"
"3276","3","108030.0","1","2","2"
"3277","16","110241.0","1","15","6"
"3278","8","207158.0","1","7","4"
"3279","21","109114.0","1","20","9"
"3280","2","9512003.0","1","1","1"
"3281","4","204122.0","1","3","1"
"3282","6","9302055.0","1","5","1"
"3283","6","9402110.0","1","5","2"
"3284","5","110180.0","1","4","3"
"3285","232","205048.0","1","231","98"
"3286","5","9811166.0","1","4","1"
"3287","2","9507034.0","1","1","1"
"3288","8319","9412119.0","1","8318","4105"
"3289","2","9412070.0","1","1","1"
"3290","492","110048.0","1","491","229"
"3291","391","203191.0","1","390","177"
"3292","384","203268.0","1","383","172"
"3293","63","205316.0","1","62","30"
"3294","516","109059.0","1","515","236"
"3295","85","203129.0","1","84","32"
"3296","2","9508024.0","1","1","1"
"3297","2","9905021.0","1","1","1"
"3298","5","202104.0","1","4","3"
"3299","7","9711052.0","1","6","2"
"3300","4","108211.0","1","3","2"
"3301","3","108159.0","1","2","2"
"3302","2","9901059.0","1","1","1"
"3303","2","9707006.0","1","1","1"
"3304","2","9707006.0","1","1","1"
"3305","2","9707006.0","1","1","1"
"3306","2","9910187.0","1","1","1"
"3307","7","108206.0","1","6","4"
"3308","2","210182.0","1","1","1"
"3309","2","9506047.0","1","1","1"
"3310","2","9602069.0","1","1","1"
"3311","9675","108218.0","1","9674","4801"
"3312","3","108240.0","1","2","1"
"3313","7","9508102.0","1","6","3"
"3314","4","108240.0","1","3","2"
"3315","5","110176.0","1","4","1"
"3316","3","109006.0","1","2","2"
"3317","14","9806192.0","1","13","5"
"3318","11547","9506091.0","1","11546","5790"
"3319","4","9309139.0","1","3","1"
"3320","7","109056.0","1","6","4"
"3321","6","201013.0","1","5","3"
"3322","33","9403019.0","1","32","16"
"3323","14","9510185.0","1","13","7"
"3324","2","109118.0","1","1","1"
"3325","386","202008.0","1","385","173"
"3326","280","110191.0","1","279","117"
"3327","3","9609148.0","1","2","2"
"3328","2","9403165.0","1","1","1"
"3329","6","112062.0","1","5","2"
"3330","2","9511214.0","1","1","1"
"3331","23","203179.0","1","22","8"
"3332","3","9606137.0","1","2","2"
"3333","3","111239.0","1","2","2"
"3334","2","212026.0","1","1","1"
"3335","2","111185.0","1","1","1"
"3336","6","204114.0","1","5","2"
"3337","13","9602168.0","1","12","6"
"3338","7","9407122.0","1","6","4"
"3339","6","9407122.0","1","5","3"
"3340","4","9509022.0","1","3","2"
"3341","4","9509022.0","1","3","2"
"3342","2","209070.0","1","1","1"
"3343","7430","109224.0","1","7429","3628"
"3344","7","206173.0","1","6","3"
"3345","5","9808110.0","1","4","2"
"3346","2","210119.0","1","1","1"
"3347","2","9602164.0","1","1","1"
"3348","2","209132.0","1","1","1"
"3349","2","110042.0","1","1","1"
"3350","3","9708158.0","1","2","2"
"3351","2","9804165.0","1","1","1"
"3352","11704","9406082.0","1","11703","5893"
"3353","2","9711066.0","1","1","1"
"3354","15","201259.0","1","14","7"
"3355","2","206021.0","1","1","1"
"3356","2","303224.0","1","1","1"
"3357","3","110082.0","1","2","1"
"3358","3","205178.0","1","2","1"
"3359","19","111076.0","1","18","10"
"3360","2","9806102.0","1","1","1"
"3361","707","9703105.0","1","706","320"
"3362","2","208211.0","1","1","1"
"3363","21","203025.0","1","20","6"
"3364","2","301099.0","1","1","1"
"3365","18","302221.0","1","17","8"
"3366","15","211059.0","1","14","7"
"3367","2","212213.0","1","1","1"
"3368","1537","9305080.0","1","1536","705"
"3369","31","9305080.0","1","30","19"
"3370","4","204242.0","1","3","2"
"3371","4","202063.0","1","3","2"
"3372","2","302062.0","1","1","1"
"3373","10","110173.0","1","9","5"
"3374","2","301051.0","1","1","1"
"3375","2","9304129.0","1","1","1"
"3376","2","9609091.0","1","1","1"
"3377","20","202147.0","1","19","10"
"3378","5","203002.0","1","4","2"
"3379","2","210149.0","1","1","1"
"3380","10654","111226.0","1","10653","5345"
"3381","2","110237.0","1","1","1"
"3382","20","9607194.0","1","19","6"
"3383","2","304091.0","1","1","1"
"3384","12209","9403192.0","1","12208","6166"
"3385","2","111114.0","1","1","1"
"3386","2","111114.0","1","1","1"
"3387","229","111279.0","1","228","104"
"3388","1516","9506171.0","1","1515","693"
"3389","2","212035.0","1","1","1"
"3390","5242","9402074.0","1","5241","2516"
"3391","5241","9402074.0","1","5240","2515"
"3392","19","9704179.0","1","18","8"
"3393","3","201105.0","1","2","2"
"3394","45","208165.0","1","44","17"
"3395","2","212250.0","1","1","1"
"3396","2","111236.0","1","1","1"
"3397","526","111096.0","1","525","228"
"3398","219","112128.0","1","218","101"
"3399","245","204261.0","1","244","111"
"3400","2","112179.0","1","1","1"
"3401","83","202002.0","1","82","35"
"3402","3","208052.0","1","2","1"
"3403","2","210120.0","1","1","1"
"3404","4","111157.0","1","3","1"
"3405","8984","9210081.0","1","8983","4473"
"3406","3","210052.0","1","2","2"
"3407","368","112015.0","1","367","167"
"3408","118","204089.0","1","117","50"
"3409","2","9801003.0","1","1","1"
"3410","5","112170.0","1","4","2"
"3411","2","9905166.0","1","1","1"
"3412","2","111214.0","1","1","1"
"3413","6","204114.0","1","5","2"
"3414","6","111224.0","1","5","3"
"3415","4","209234.0","1","3","2"
"3416","2","301097.0","1","1","1"
"3417","55","201167.0","1","54","26"
"3418","2","212189.0","1","1","1"
"3419","5","111259.0","1","4","2"
"3420","4","9612026.0","1","3","3"
"3421","2","9807193.0","1","1","1"
"3422","2","9906150.0","1","1","1"
"3423","2","204094.0","1","1","1"
"3424","5","207149.0","1","4","2"
"3425","2","304146.0","1","1","1"
"3426","3","201141.0","1","2","2"
"3427","3","205062.0","1","2","2"
"3428","51","203099.0","1","50","24"
"3429","7","9703023.0","1","6","3"
"3430","4","9703023.0","1","3","2"
"3431","2","9911213.0","1","1","1"
"3432","2","9911213.0","1","1","1"
"3433","2","203103.0","1","1","1"
"3434","4","9710159.0","1","3","1"
"3435","2","210201.0","1","1","1"
"3436","20","9601088.0","1","19","8"
"3437","10","112183.0","1","9","4"
"3438","552","201112.0","1","551","240"
"3439","4","211025.0","1","3","2"
"3440","9870","9409013.0","1","9869","4921"
"3441","3","112245.0","1","2","2"
"3442","2","212149.0","1","1","1"
"3443","361","201037.0","1","360","163"
"3444","2","9801059.0","1","1","1"
"3445","2","9801059.0","1","1","1"
"3446","4","9810220.0","1","3","2"
"3447","2","206097.0","1","1","1"
"3448","10","9703126.0","1","9","5"
"3449","4","9909173.0","1","3","1"
"3450","22","202028.0","1","21","8"
"3451","5","201044.0","1","4","3"
"3452","6","201134.0","1","5","4"
"3453","2","208195.0","1","1","1"
"3454","308","201095.0","1","307","127"
"3455","3","9809094.0","1","2","2"
"3456","3","9805060.0","1","2","1"
"3457","2","201068.0","1","1","1"
"3458","2","9511092.0","1","1","1"
"3459","2","303038.0","1","1","1"
"3460","5","9509072.0","1","4","2"
"3461","11602","9301099.0","1","11601","5822"
"3462","6","9410005.0","1","5","4"
"3463","3143","9403012.0","1","3142","1470"
"3464","8033","9506159.0","1","8032","3933"
"3465","8563","201109.0","1","8562","4214"
"3466","449","201271.0","1","448","193"
"3467","2","9809016.0","1","1","1"
"3468","164","204082.0","1","163","66"
"3469","181","204187.0","1","180","81"
"3470","2","209042.0","1","1","1"
"3471","2","303265.0","1","1","1"
"3472","422","203140.0","1","421","182"
"3473","3","9604170.0","1","2","1"
"3474","3435","201192.0","1","3434","1636"
"3475","2","210031.0","1","1","1"
"3476","2","9607180.0","1","1","1"
"3477","3","9603182.0","1","2","2"
"3478","6","205017.0","1","5","2"
"3479","2","210295.0","1","1","1"
"3480","6","9302032.0","1","5","3"
"3481","3","9310178.0","1","2","2"
"3482","5","205310.0","1","4","3"
"3483","2","9610158.0","1","1","1"
"3484","2","211256.0","1","1","1"
"3485","12","202132.0","1","11","5"
"3486","167","9311022.0","1","166","76"
"3487","203","9508090.0","1","202","96"
"3488","1516","9506171.0","1","1515","693"
"3489","260","202187.0","1","259","118"
"3490","2","9911175.0","1","1","1"
"3491","8799","9307074.0","1","8798","4374"
"3492","2","9210159.0","1","1","1"
"3493","3188","203065.0","1","3187","1512"
"3494","5","207047.0","1","4","3"
"3495","7317","9707171.0","1","7316","3567"
"3496","6","9405185.0","1","5","3"
"3497","5","207102.0","1","4","3"
"3498","2","9905102.0","1","1","1"
"3499","19","209190.0","1","18","9"
"3500","2","212334.0","1","1","1"
"3501","2","9805203.0","1","1","1"
"3502","6","207233.0","1","5","3"
"3503","11","9804128.0","1","10","4"
"3504","2","210070.0","1","1","1"
"3505","2","203215.0","1","1","1"
"3506","3","203221.0","1","2","1"
"3507","352","203257.0","1","351","151"
"3508","2","301199.0","1","1","1"
"3509","3","9606024.0","1","2","1"
"3510","3","204105.0","1","2","1"
"3511","2","211181.0","1","1","1"
"3512","5","210210.0","1","4","3"
"3513","2","204139.0","1","1","1"
"3514","2","210286.0","1","1","1"
"3515","2","9902103.0","1","1","1"
"3516","3","9902031.0","1","2","2"
"3517","3","9902031.0","1","2","2"
"3518","10618","9303131.0","1","10617","5320"
"3519","2","9407004.0","1","1","1"
"3520","47","205259.0","1","46","23"
"3521","168","205136.0","1","167","67"
"3522","659","9511147.0","1","658","303"
"3523","4","9503074.0","1","3","2"
"3524","102","9804152.0","1","101","43"
"3525","5","9905203.0","1","4","3"
"3526","2","205021.0","1","1","1"
"3527","5","207049.0","1","4","3"
"3528","3","303009.0","1","2","1"
"3529","7","209252.0","1","6","2"
"3530","2","208152.0","1","1","1"
"3531","2","9610161.0","1","1","1"
"3532","12","302146.0","1","11","4"
"3533","7347","9509002.0","1","7346","3579"
"3534","7","9403197.0","1","6","5"
"3535","74","210239.0","1","73","34"
"3536","2","304189.0","1","1","1"
"3537","5","207014.0","1","4","2"
"3538","3","205175.0","1","2","1"
"3539","3","9611181.0","1","2","1"
"3540","76","9703026.0","1","75","34"
"3541","3","205243.0","1","2","1"
"3542","35","9509114.0","1","34","15"
"3543","5","206029.0","1","4","2"
"3544","4","205310.0","1","3","2"
"3545","4","212292.0","1","3","2"
"3546","5","206004.0","1","4","2"
"3547","2","9310052.0","1","1","1"
"3548","2","206076.0","1","1","1"
"3549","4","207176.0","1","3","1"
"3550","6","208086.0","1","5","2"
"3551","2","206245.0","1","1","1"
"3552","3","207017.0","1","2","1"
"3553","2","212268.0","1","1","1"
"3554","2","9903251.0","1","1","1"
"3555","2","304082.0","1","1","1"
"3556","45","211216.0","1","44","18"
"3557","2","206226.0","1","1","1"
"3558","2","304049.0","1","1","1"
"3559","2","211071.0","1","1","1"
"3560","3","206236.0","1","2","1"
"3561","4","207097.0","1","3","2"
"3562","3","302071.0","1","2","2"
"3563","11554","9303158.0","1","11553","5794"
"3564","8603","9509017.0","1","8602","4246"
"3565","6","207113.0","1","5","2"
"3566","17","9411232.0","1","16","6"
"3567","2","209262.0","1","1","1"
"3568","2","207121.0","1","1","1"
"3569","2","207143.0","1","1","1"
"3570","2","212272.0","1","1","1"
