"nodes","citations","no of papers it cite"
"9903124.0","11","52"
"9803072.0","8","78"
"9903089.0","2","18"
"9608195.0","28","3"
"9608117.0","61","29"
"9610041.0","17","18"
"9707075.0","6","35"
"9907155.0","7","14"
"9908175.0","10","31"
"9807135.0","4","18"
"9911090.0","3","16"
"9806120.0","26","31"
"9912236.0","3","10"
"9603116.0","36","26"
"9604139.0","32","10"
"9606193.0","38","24"
"2165.0","0","19"
"9512031.0","82","32"
"9612223.0","26","26"
"9508044.0","3","9"
"9512121.0","13","14"
"9712239.0","42","6"
"9802047.0","32","7"
"9504147.0","67","19"
"9512078.0","50","21"
"9701152.0","5","35"
"9702050.0","6","16"
"9510161.0","74","12"
"9511173.0","43","17"
"9912244.0","1","27"
"9808024.0","8","9"
"9811096.0","3","19"
"9901117.0","4","32"
"9904115.0","7","38"
"9510097.0","43","34"
"9807014.0","9","26"
"9505053.0","70","5"
"3019.0","0","27"
"9512196.0","43","20"
"9512219.0","82","8"
"9603009.0","30","28"
"9604070.0","17","17"
"9604156.0","49","16"
"9708123.0","12","19"
"9512154.0","35","18"
"9801038.0","4","21"
"9910175.0","0","17"
"9609217.0","29","19"
"9605028.0","18","36"
"9608012.0","18","19"
"9510100.0","2","2"
"9708075.0","9","9"
"9704041.0","34","24"
"9704158.0","27","10"
"9903217.0","11","40"
"9603123.0","32","12"
"9510053.0","20","6"
"9807127.0","20","20"
"9808069.0","15","20"
"9911082.0","16","13"
"9912225.0","4","8"
"9710247.0","4","13"
"9904011.0","5","32"
"9910094.0","4","48"
"9711112.0","19","13"
"4075.0","2","8"
"9611107.0","3","2"
"9607052.0","12","4"
"9802041.0","2","18"
"9709159.0","4","7"
"9707236.0","3","3"
"9505073.0","55","15"
"9709029.0","18","6"
"4195.0","13","19"
"5004.0","2","5"
"9709107.0","25","29"
"9612162.0","31","15"
"9702006.0","20","11"
"9910217.0","5","26"
"9711059.0","11","13"
"9707079.0","52","13"
"9512155.0","4","20"
"9712061.0","6","10"
"9806115.0","5","24"
"9912181.0","2","44"
"9512061.0","9","13"
"9601057.0","34","25"
"9607139.0","28","17"
"9905146.0","8","15"
"9912144.0","9","8"
"5271.0","0","16"
"9703198.0","4","15"
"9709025.0","4","14"
"9709227.0","3","4"
"9609094.0","2","24"
"9812230.0","1","27"
"9811013.0","13","27"
"9611195.0","3","14"
"6192.0","8","15"
"9602010.0","18","7"
"7110.0","0","15"
"9706168.0","18","31"
"9606176.0","20","20"
"9610082.0","32","21"
"9706047.0","23","16"
"9509042.0","10","9"
"9607184.0","9","34"
"9902149.0","3","28"
"9802138.0","2","2"
"9808029.0","2","5"
"9904019.0","4","25"
"9904117.0","2","32"
"9801047.0","8","7"
"9805070.0","9","9"
"9506200.0","20","25"
"9811134.0","3","22"
"9711039.0","2","18"
"10046.0","0","24"
"9706211.0","3","36"
"10286.0","4","20"
"9609005.0","2","9"
"9611104.0","4","10"
"11060.0","14","37"
"9506150.0","36","6"
"11171.0","3","7"
"9904122.0","7","17"
"9811170.0","3","22"
"9601077.0","24","11"
"11239.0","4","5"
"9812210.0","4","15"
"9805047.0","3","31"
"12037.0","10","11"
"9712084.0","18","27"
"12128.0","8","11"
"12152.0","3","5"
"101122.0","0","28"
"9703201.0","10","24"
"9705110.0","8","22"
"9707259.0","13","24"
"9708037.0","22","43"
"9705225.0","10","14"
"9907007.0","2","10"
"102110.0","6","26"
"102140.0","2","15"
"9909150.0","2","6"
"103115.0","23","33"
"103149.0","1","3"
"9609181.0","13","18"
"103224.0","2","10"
"9903105.0","1","7"
"9512082.0","3","5"
"9606009.0","6","27"
"9612119.0","10","10"
"9704009.0","2","9"
"104046.0","0","15"
"9906106.0","0","1"
"9505045.0","7","16"
"105016.0","4","19"
"9704123.0","12","18"
"9608154.0","17","31"
"9704193.0","0","11"
"106081.0","2","41"
"9708016.0","2","13"
"9707261.0","5","24"
"9505170.0","4","11"
"9603033.0","8","20"
"9603113.0","10","14"
"9604133.0","3","10"
"9611036.0","2","12"
"109081.0","0","18"
"9705175.0","11","17"
"9611029.0","1","15"
"9607078.0","11","11"
"110025.0","0","14"
"110032.0","0","7"
"110109.0","6","21"
"110187.0","8","6"
"110201.0","0","36"
"9811189.0","2","8"
"110225.0","5","16"
"111046.0","0","14"
"111126.0","2","7"
"9707011.0","7","25"
"112071.0","4","22"
"9701048.0","9","12"
"9801204.0","4","10"
"201129.0","0","19"
"9701117.0","3","33"
"9512177.0","8","31"
"9707131.0","3","9"
"9702098.0","1","19"
"204207.0","1","7"
"9807006.0","2","10"
"207091.0","3","19"
"9701186.0","5","30"
"207208.0","1","35"
"9607082.0","4","12"
"9706024.0","3","8"
"9511079.0","7","7"
"210224.0","1","80"
"9709174.0","2","10"
"212054.0","0","14"
"212060.0","0","28"
"212245.0","2","37"
"9701116.0","0","1"
"9610176.0","0","2"
"9503237.0","2","2"
"9508056.0","2","4"
"9508096.0","1","14"
"9510190.0","1","10"
"9511115.0","8","15"
"9511159.0","3","20"
"9601102.0","2","8"
"9601175.0","5","3"
"9602144.0","4","8"
"9604164.0","6","15"
"9605047.0","1","21"
"9605073.0","1","15"
"9606010.0","0","5"
"9608113.0","0","14"
"9608118.0","1","18"
"9609015.0","0","6"
"9609173.0","2","2"
"9610005.0","1","33"
"9610074.0","10","23"
"9611218.0","0","8"
"9701169.0","8","13"
"9702084.0","0","7"
"9703016.0","6","27"
"9703209.0","1","31"
"9704087.0","11","22"
"9704110.0","0","48"
"9705113.0","9","15"
"9707047.0","1","26"
"9707164.0","5","42"
"9707195.0","0","7"
"9708009.0","0","33"
"9708105.0","0","9"
"9708169.0","0","19"
"9710004.0","3","20"
"9710026.0","2","2"
"9710027.0","4","40"
"9711082.0","4","41"
"9712012.0","1","16"
"9712141.0","0","27"
"9802073.0","2","21"
"9805017.0","0","7"
"9810180.0","0","9"
"9811093.0","0","41"
"9812154.0","1","14"
"9507158.0","130","8"
"9510225.0","83","12"
"9510227.0","62","7"
"1037.0","15","18"
"9511164.0","65","9"
"9704018.0","43","30"
"9810201.0","52","17"
"9702103.0","26","24"
"9704142.0","19","15"
"9611214.0","22","27"
"9608024.0","189","41"
"9704185.0","10","18"
"9508071.0","9","13"
"9605036.0","11","16"
"9702201.0","38","2"
"9704129.0","7","18"
"9708103.0","15","26"
"9507022.0","35","15"
"9704147.0","13","22"
"9608116.0","29","8"
"9607193.0","4","11"
"9612131.0","30","19"
"9911042.0","16","10"
"5129.0","68","18"
"9802099.0","2","24"
"10002.0","3","11"
"9511058.0","8","21"
"9510183.0","59","9"
"101135.0","5","18"
"104124.0","14","5"
"9610170.0","7","18"
"105097.0","43","16"
"106155.0","11","40"
"107177.0","51","11"
"9508001.0","3","2"
"108165.0","25","7"
"110184.0","2","24"
"110214.0","0","15"
"203147.0","5","14"
"9709211.0","3","14"
"9506113.0","11","20"
"9510233.0","0","22"
"9602067.0","7","9"
"9606093.0","4","9"
"9607131.0","2","8"
"9607148.0","1","8"
"9707212.0","1","31"
"9712155.0","5","16"
"9910216.0","0","20"
"9609070.0","42","6"
"9712035.0","2","13"
"9603170.0","28","11"
"9610252.0","18","10"
"9805190.0","3","7"
"9810149.0","3","5"
"9511230.0","8","5"
"11130.0","12","8"
"11148.0","5","20"
"103243.0","0","4"
"9510093.0","30","2"
"205108.0","4","11"
"9601098.0","10","7"
"9610195.0","7","20"
"9612075.0","0","2"
"9703182.0","1","16"
"9707198.0","2","13"
"9711104.0","10","3"
"9704059.0","37","13"
"9907203.0","2","35"
"2012.0","3","21"
"9805189.0","9","17"
"9611119.0","6","23"
"5164.0","0","16"
"9806030.0","3","8"
"7056.0","2","23"
"103170.0","14","22"
"107116.0","7","21"
"107153.0","2","8"
"9510241.0","14","7"
"112200.0","1","21"
"205162.0","1","29"
"303218.0","0","13"
"9612141.0","0","23"
"9710057.0","3","20"
"9901028.0","0","16"
"9908164.0","0","5"
"9612108.0","13","17"
"9704097.0","15","21"
"9705104.0","26","24"
"9812068.0","1","17"
"9803232.0","25","43"
"9812172.0","10","13"
"9901123.0","2","16"
"9904151.0","3","29"
"9712166.0","11","8"
"6204.0","13","42"
"3198.0","29","16"
"9611017.0","7","9"
"9709004.0","6","14"
"9509146.0","11","11"
"9606049.0","23","31"
"9802140.0","3","18"
"9709222.0","2","31"
"9709061.0","4","13"
"203217.0","6","16"
"9604077.0","7","14"
"9909032.0","0","8"
"301125.0","1","22"
"9601050.0","2","8"
"9610174.0","0","11"
"9705150.0","3","28"
"9606133.0","11","6"
"9607019.0","34","12"
"9607057.0","27","22"
"102099.0","4","24"
"9705174.0","13","11"
"205281.0","4","17"
"9805056.0","8","10"
"9604178.0","61","21"
"8131.0","4","1"
"9508078.0","8","14"
"105244.0","1","6"
"9710192.0","3","7"
"9609111.0","8","15"
"9901162.0","4","6"
"9707262.0","8","13"
"9704095.0","7","30"
"109155.0","0","13"
"303198.0","0","10"
"9606148.0","10","5"
"9803235.0","100","35"
"9912027.0","11","8"
"9705037.0","28","11"
"9812086.0","3","6"
"9806051.0","78","26"
"9909088.0","3","25"
"9905115.0","8","31"
"9812052.0","6","19"
"4095.0","1","14"
"9707013.0","14","15"
"9812092.0","8","16"
"9604097.0","27","17"
"104056.0","12","16"
"108094.0","3","21"
"201032.0","4","45"
"201062.0","2","10"
"9709023.0","5","13"
"212099.0","0","7"
"212200.0","1","11"
"9912192.0","0","3"
"9601038.0","149","5"
"9812158.0","17","12"
"9807213.0","16","5"
"9808056.0","15","5"
"7126.0","4","22"
"103223.0","15","9"
"108202.0","1","22"
"9907041.0","4","2"
"9604035.0","108","23"
"9908135.0","21","13"
"9907131.0","21","10"
"9910172.0","24","15"
"9904207.0","139","47"
"9906070.0","50","14"
"9912002.0","7","6"
"9912022.0","4","24"
"9707222.0","15","16"
"9709058.0","18","37"
"9708147.0","111","15"
"9808101.0","25","32"
"9901009.0","19","18"
"9610162.0","29","24"
"9612052.0","33","21"
"9705031.0","19","2"
"9707118.0","18","10"
"9710082.0","2","8"
"9704186.0","13","11"
"9808100.0","13","31"
"3211.0","3","28"
"9903260.0","2","10"
"9806146.0","55","19"
"9907026.0","28","9"
"9902210.0","26","15"
"9811024.0","11","14"
"4167.0","0","10"
"5068.0","6","10"
"9901126.0","9","11"
"9612143.0","15","27"
"9608079.0","23","2"
"9912029.0","0","6"
"9904114.0","3","13"
"8221.0","11","8"
"10192.0","4","8"
"10255.0","5","8"
"9707186.0","5","11"
"11288.0","15","20"
"12194.0","8","26"
"9711083.0","7","17"
"101049.0","6","16"
"102046.0","4","21"
"104044.0","1","1"
"108080.0","12","20"
"109092.0","0","40"
"111080.0","3","8"
"112012.0","4","14"
"201061.0","1","25"
"9612127.0","12","14"
"9712156.0","3","13"
"202084.0","2","22"
"9712020.0","1","18"
"205190.0","1","20"
"206153.0","1","4"
"206213.0","3","6"
"208145.0","2","13"
"209003.0","2","8"
"212003.0","0","31"
"301074.0","0","1"
"302001.0","0","4"
"9511045.0","3","7"
"9601179.0","4","9"
"9606123.0","0","16"
"9610235.0","0","4"
"9703113.0","0","1"
"9710120.0","3","4"
"9809164.0","20","18"
"9512127.0","24","25"
"9602014.0","27","7"
"2191.0","6","22"
"9608059.0","27","12"
"9908182.0","4","11"
"9911007.0","0","18"
"9512089.0","31","18"
"9907133.0","4","17"
"104103.0","0","11"
"9511061.0","6","8"
"9806154.0","4","9"
"9510080.0","2","12"
"9510178.0","2","12"
"9512188.0","8","11"
"9801140.0","2","7"
"9803228.0","3","9"
"9612085.0","12","16"
"9612104.0","1","5"
"9711040.0","3","19"
"9809202.0","0","4"
"9603161.0","122","9"
"9608186.0","13","12"
"9811004.0","34","26"
"9611042.0","125","13"
"9608194.0","11","17"
"9611090.0","41","9"
"9605049.0","51","8"
"9606086.0","32","7"
"9906101.0","11","38"
"9511026.0","35","5"
"9511088.0","35","11"
"9607235.0","76","40"
"9606136.0","15","22"
"9903093.0","18","19"
"9703070.0","1","13"
"9512042.0","12","10"
"10088.0","26","20"
"9610111.0","9","15"
"9812072.0","5","35"
"9610053.0","10","12"
"9707027.0","12","30"
"201271.0","0","16"
"208014.0","8","50"
"9607054.0","0","16"
"9704061.0","14","10"
"9705004.0","12","22"
"9705106.0","13","24"
"9801111.0","0","10"
"9510234.0","49","0"
"2214.0","1","4"
"9908067.0","0","7"
"9603003.0","94","12"
"9702198.0","25","15"
"9705044.0","35","17"
"9706005.0","6","7"
"9808141.0","120","19"
"9605199.0","68","13"
"9608163.0","41","11"
"9904069.0","18","13"
"9908023.0","45","27"
"9908125.0","7","12"
"1093.0","1","23"
"9910090.0","5","14"
"9702107.0","23","22"
"9907140.0","17","33"
"9911173.0","3","24"
"1133.0","12","12"
"9607145.0","13","4"
"9805112.0","86","9"
"9604198.0","61","8"
"9604065.0","32","9"
"9902102.0","12","19"
"9602120.0","57","9"
"9611201.0","19","14"
"9911084.0","4","8"
"9801017.0","15","21"
"9903091.0","16","44"
"9810237.0","3","13"
"9803140.0","8","20"
"9709012.0","4","9"
"4070.0","1","18"
"9904153.0","5","23"
"9702038.0","27","14"
"9806103.0","15","12"
"5124.0","1","19"
"5198.0","0","3"
"9607041.0","22","20"
"7090.0","33","37"
"10006.0","16","22"
"9150.0","1","8"
"9704117.0","2","6"
"9908201.0","2","24"
"10086.0","1","13"
"10119.0","11","19"
"9709033.0","6","12"
"9605201.0","12","9"
"9712135.0","5","18"
"11271.0","1","21"
"11292.0","0","7"
"9612171.0","2","16"
"9701015.0","20","16"
"109069.0","7","34"
"205010.0","5","26"
"206001.0","2","16"
"208219.0","1","20"
"303095.0","0","91"
"9512191.0","0","3"
"9702173.0","9","13"
"9705143.0","0","16"
"9707156.0","2","8"
"9709015.0","7","29"
"9806012.0","2","6"
"9705238.0","0","5"
"9601108.0","46","1"
"9611137.0","59","14"
"7018.0","76","27"
"6047.0","17","25"
"9611196.0","7","10"
"109164.0","0","10"
"9804059.0","0","25"
"9708039.0","11","13"
"9704057.0","12","10"
"9809122.0","9","2"
"9604089.0","52","17"
"9606044.0","28","5"
"9709013.0","33","16"
"9807008.0","6","15"
"9804092.0","33","23"
"9602070.0","146","4"
"9610237.0","19","10"
"9812093.0","22","21"
"9904054.0","12","21"
"9701166.0","68","38"
"9604030.0","60","7"
"9801139.0","7","4"
"9703157.0","14","13"
"9803141.0","34","18"
"9811193.0","15","42"
"9903234.0","3","21"
"9903232.0","1","20"
"9705197.0","2","9"
"9607121.0","7","6"
"9804210.0","14","29"
"9805076.0","5","28"
"9806126.0","2","18"
"9909178.0","1","11"
"2140.0","6","24"
"9705205.0","16","16"
"9706185.0","4","12"
"9906223.0","6","18"
"9707125.0","3","5"
"9812081.0","1","35"
"9704167.0","26","9"
"9705036.0","13","20"
"9712023.0","4","5"
"3023.0","0","6"
"9712017.0","7","19"
"3072.0","4","12"
"9706096.0","7","18"
"9810153.0","2","5"
"9132.0","2","25"
"9901134.0","10","25"
"9804157.0","5","27"
"9602030.0","39","10"
"9705055.0","30","34"
"3236.0","21","4"
"9811021.0","17","16"
"3261.0","10","20"
"9803090.0","15","23"
"9803259.0","19","15"
"9703056.0","23","7"
"9711067.0","21","10"
"4103.0","25","25"
"9906176.0","1","5"
"5162.0","6","13"
"9612102.0","15","25"
"9612218.0","8","6"
"7170.0","37","18"
"9702031.0","1","7"
"9803168.0","4","26"
"9611134.0","15","11"
"8164.0","7","26"
"10010.0","23","16"
"11048.0","4","21"
"9706155.0","7","8"
"9609004.0","3","11"
"12042.0","5","28"
"12172.0","9","4"
"9605082.0","20","12"
"102207.0","1","54"
"9701175.0","9","9"
"9608017.0","19","15"
"105014.0","6","5"
"106014.0","17","32"
"9606142.0","4","12"
"106260.0","2","23"
"109019.0","8","11"
"109054.0","3","42"
"109197.0","0","17"
"110274.0","5","44"
"9701092.0","7","21"
"9703012.0","10","9"
"9607105.0","8","17"
"9810213.0","1","10"
"112079.0","7","16"
"9612008.0","9","25"
"9702189.0","0","26"
"9804200.0","4","27"
"9706093.0","6","7"
"212255.0","0","29"
"303050.0","0","17"
"9804113.0","1","20"
"304001.0","0","20"
"304019.0","0","11"
"9606091.0","3","12"
"9607157.0","2","20"
"9701147.0","8","12"
"9705016.0","5","15"
"9705210.0","4","5"
"9710059.0","0","9"
"9802093.0","3","6"
"9701162.0","58","11"
"9608053.0","19","15"
"9702093.0","30","15"
"9803224.0","16","10"
"9811240.0","10","11"
"9812163.0","9","15"
"9904211.0","9","16"
"9606008.0","10","5"
"9812141.0","3","19"
"5067.0","33","51"
"9802193.0","0","9"
"204080.0","3","14"
"204228.0","0","23"
"9703167.0","7","11"
"9911135.0","8","33"
"9707246.0","8","13"
"9705117.0","56","25"
"9706158.0","18","18"
"9806129.0","5","10"
"9611065.0","36","14"
"9803060.0","18","13"
"9711089.0","8","19"
"9712145.0","15","28"
"9910246.0","2","15"
"9910155.0","4","29"
"101074.0","3","19"
"9711077.0","5","11"
"9609159.0","9","11"
"203157.0","0","46"
"9605087.0","6","10"
"9710053.0","1","15"
"9712184.0","0","27"
"9712233.0","0","7"
"9804209.0","2","12"
"9805122.0","1","12"
"9809044.0","0","10"
"9707214.0","10","10"
"9609161.0","28","6"
"9710066.0","5","10"
"9803192.0","3","14"
"109152.0","28","8"
"202206.0","0","14"
"9607020.0","12","5"
"212098.0","0","11"
"9609071.0","36","6"
"9907070.0","13","7"
"9811168.0","18","8"
"9903104.0","4","13"
"9903052.0","3","7"
"201155.0","1","17"
"9603167.0","242","5"
"9705030.0","36","5"
"9806217.0","29","16"
"9906200.0","62","20"
"9802068.0","108","17"
"9903031.0","38","6"
"9807235.0","36","7"
"9908060.0","19","25"
"9908082.0","1","2"
"1055.0","13","14"
"9712230.0","54","14"
"9801134.0","26","18"
"9802183.0","131","14"
"9805139.0","28","33"
"9806180.0","15","12"
"9807080.0","111","9"
"1066.0","8","30"
"9606165.0","48","9"
"9612126.0","54","12"
"9904131.0","18","26"
"9909107.0","7","18"
"9805191.0","8","23"
"9801182.0","74","37"
"1130.0","2","8"
"9909109.0","5","16"
"1132.0","16","19"
"9902196.0","15","25"
"9911186.0","10","18"
"9803109.0","24","46"
"9906220.0","12","27"
"9803015.0","116","6"
"9805218.0","9","10"
"9610140.0","50","6"
"9711131.0","10","9"
"9811048.0","10","12"
"9901042.0","23","16"
"9806080.0","29","10"
"9907112.0","8","17"
"9911021.0","10","22"
"9702099.0","18","17"
"9707179.0","15","14"
"9707228.0","32","22"
"9903226.0","13","11"
"9902095.0","17","23"
"9912047.0","25","11"
"2097.0","0","9"
"9708134.0","23","3"
"9712193.0","13","23"
"9808075.0","38","18"
"9811230.0","18","19"
"9806001.0","1","17"
"9905230.0","4","14"
"2119.0","19","14"
"9912108.0","10","12"
"2159.0","61","24"
"9812025.0","8","23"
"9812038.0","3","17"
"9710005.0","14","42"
"9903242.0","7","23"
"9912090.0","2","29"
"3085.0","13","6"
"9806238.0","11","11"
"9901091.0","13","15"
"9906012.0","7","19"
"9906031.0","6","36"
"9911114.0","6","8"
"9810010.0","11","15"
"9903051.0","8","11"
"3185.0","3","13"
"3227.0","15","12"
"3235.0","0","20"
"9906057.0","6","23"
"3263.0","26","8"
"9709099.0","25","8"
"9804027.0","19","17"
"9703076.0","9","15"
"5021.0","8","28"
"9803048.0","4","9"
"9810132.0","6","16"
"5087.0","16","35"
"9806176.0","5","7"
"5166.0","3","15"
"9807040.0","8","8"
"9802049.0","13","6"
"9712143.0","17","19"
"9808161.0","10","18"
"9808175.0","7","23"
"9902118.0","7","27"
"6224.0","21","10"
"9712071.0","20","32"
"7024.0","44","26"
"7158.0","6","28"
"7173.0","5","26"
"9907074.0","3","47"
"7236.0","3","12"
"8230.0","6","36"
"9908035.0","3","8"
"9903110.0","3","8"
"11041.0","4","25"
"11073.0","42","32"
"11077.0","35","26"
"11101.0","1","28"
"12050.0","2","16"
"12078.0","0","19"
"9802005.0","3","24"
"9612096.0","5","4"
"102038.0","0","8"
"103047.0","0","34"
"103084.0","0","10"
"103106.0","2","33"
"103114.0","5","8"
"103124.0","11","54"
"104259.0","9","10"
"9708085.0","12","37"
"105229.0","5","36"
"106142.0","2","14"
"107057.0","12","27"
"107167.0","1","30"
"107217.0","1","14"
"108161.0","1","31"
"109053.0","13","12"
"109170.0","0","18"
"110200.0","8","25"
"110146.0","10","23"
"110209.0","1","23"
"111050.0","3","15"
"111079.0","0","23"
"111210.0","13","25"
"112126.0","8","35"
"112190.0","0","21"
"112195.0","5","21"
"112199.0","5","20"
"201102.0","0","9"
"202153.0","41","14"
"202157.0","46","14"
"203057.0","4","18"
"203080.0","29","13"
"203112.0","22","10"
"204147.0","17","33"
"204186.0","4","10"
"205074.0","17","36"
